,row.labels,reef.key,reef.name,reef.name.old,gbrmpa.id,gbrmpa.sub.id,lat,long,acr,alng,abundance,richness,shelf.position,site.key,old.site,date,observer,time,depth,max.depth,min.depth,slope,hard.substrate,hard.coral,soft.coral,sponge,algal.assemblage,sargassum,macro.algae,continuous.platform,large.block,small.block,rubble,sand,silt,dead.standing.coral,major.disturbance..time.,habitat,reef.development,visibility,porites.massive,pocillo.damicorn,styloph.pistilla,galaxea.fascicul,acropor.hyacinth,platygy.daedalea,acropor.millepor,favites.abdita,acropor.tenuis,seriato.hystrix,favia.favus,acropor.valida,acropor.nobilis,acropor.formosa,favia.pallida,lobophy.hemprich,goniast.pectinat,acropor.aculeus,acropor.humilis,fungia.fungites,goniast.retiform,acropor.cerealis,acropor.divarica,acropor.nasuta,hydnoph.exesa,acropor.elseyi,leptori.phrygia,echinop.lamellos,acropor.palifera,merulin.ampliata,montipo.aequitub,favites.flexuosa,acropor.secale,pachyse.speciosa,astreop.myriopht,platygy.lamellin,goniast.australe,diploas.heliopor,symphyl.recta,acropor.micropht,acropor.digitife,cyphast.serailia,acropor.loripes,platygy.sinensis,acropor.florida,turbina.reniform,acropor.sarmento,favites.halicora,montipo.informis,porites.cylindri,montipo.tubercul,acropor.cytherea,pectini.lactuca,favia.lizarden,mycediu.elephant,leptast.pruinosa,lobophy.corymbos,oxypora.lacera,goniast.aspera,favia.maritima,favia.matthaii,favites.pentagon,favites.complana,symphyl.radians,galaxea.astreata,acropor.longicya,turbina.mesenter,oulophy.crispa,platygy.pini,porites.annae,montast.curta,goniopo.minor,echinop.aspera,pocillo.verrucos,acropor.gemmifer,coscina.columna,montipo.danae,herpoli.limax,montast.magniste,acropor.yongei,pachyse.rugosa,echinop.horrida,montipo.hoffmeis,turbina.peltata,fungia.concinna,montipo.stellata,porites.lichen,favites.russelli,hydnoph.rigida,acropor.selago,ctenact.echinata,acropor.austera,podabac.crustace,pavona.cactus,porites.rus,lobophy.pachysep,echinop.gemmacea,montipo.hispida,acropor.grandis,pavona.decussat,acantha.echinata,psammoc.contigua,hydnoph.microcon,leptast.transver,goniast.palauens,favia.stellige,montipo.undata,psammoc.digitata,pocillo.eydouxi,porites.nigresce,turbina.frondens,favia.speciosa,heliofu.actinifo,goniopo.tenuiden,acropor.robusta,acropor.brueggem,turbina.stellula,symphyl.agaricia,ctenact.crassa,physogy.lichtens,montipo.foliosa,goniast.edwardsi,pavona.varians,acropor.aspera,montipo.spumosa,coelose.mayeri,leptast.purpurea,goniast.favulus,favia.rotundat,acropor.latistel,cyphast.chalcidi,acropor.samoensi,sandalo.robusta,montipo.grisea,barabat.amicorum,astreop.gracilis,acropor.vaughani,goniopo.djibouti,favia.rotumana,acropor.valencie,caulast.furcata,plesias.versipor,oulophy.bennetta,montipo.monaster,favites.chinensi,goniopo.columna,acropor.abrotano,montipo.crassitu,moseley.latistel,montipo.foveolat,pectini.paeonia,polyphy.talpina,acropor.microcla,montipo.digitata,merulin.scabricu,montipo.efflores,goniopo.pandorae,goniopo.pendulus,acropor.willisae,porites.vaughani,pavona.venosa,cyphast.decadia,acropor.anthocer,acropor.pulchra,seriato.caliendr,acropor.clathrat,turbina.patula,plerogy.sinuosa,montast.valencie,goniopo.lobata,acantha.hillae,acropor.carduus,echinop.mammifor,echinop.orpheens,scolymi.vitiensi,pectini.alcicorn,fungia.paumoten,turbina.bifrons,euphyll.divisa,cyphast.micropht,montipo.incrassa,acropor.horrida,palauas.ramosa,favia.laxa,cynarin.lacrymal,acropor.panicula,pavona.explanul,euphyll.glabresc,acropor.subulata,acropor.monticul,porites.evermann,montipo.verrucos,halomit.pileus,montipo.venosa,fungia.danai,goniopo.stutchbu,coscina.exesa,fungia.horrida,herpoli.weberi,montipo.turgesce,astreop.listeri,euphyll.cristata,favia.maxima,goniopo.fruticos,echinop.pacificu,leptose.yabei,acropor.verweyi,acropor.carolini,tubastr.micranth,psammoc.profunda,montipo.floweri,gardine.planulat,euphyll.ancora,acropor.kirstyae,fungia.granulos,scapoph.cylindri,pseudos.tayami,montipo.turtlens,leptose.mycetose,montipo.nodosa,montipo.millepor,leptose.scabra,fungia.repanda,goniopo.eclipsen,pavona.duerdeni,leptose.explanat,hydnoph.pilosa,acropor.listeri,acropor.dendrum,acropor.glauca,astreop.cucullat,pavona.clavus,lobophy.hataii,acropor.cuneata,montipo.spongode,oxypora.glabra,mycediu.mancaoi,acropor.spathula,caulast.curvata,alveopo.allingi,acropor.granulos,psammoc.superfic,leptose.hawaiien,acropor.solitary,acropor.spicifer,pocillo.meandrin,echinop.echinopo,platygy.ryukyuen,platygy.verweyi,fungia.moluccen,psammoc.haimeana,montast.annulige,fungia.scutaria,acropor.lutkeni,acropor.donei,acropor.acuminat,porites.murrayen,porites.stephens,fungia.klunzing,anacrop.forbesi,acantha.bowerban,echinop.echinata,galaxea.horresce,acropor.palmerae,acropor.nana,styloco.guenther,austral.zelli,acropor.subglabr,lobophy.robusta,goniopo.somalien,tubastr.coccinae,acropor.prostrat,paracla.triangul,montipo.mollis,fungia.valida,acropor.chesterf,favia.danae,anacrop.puertoga,montipo.calicula,porites.solida,goniopo.palmensi,astreop.moretone,echinop.hirsutis,acantha.lordhowe,pocillo.woodjone,turbina.heronens,goniopo.stokesi,platygy.contorta,favia.rosaria,pavona.maldiven,acropor.polystom,turbina.radicali,fungia.scruposa,favia.truncatu,montipo.confusa,astreop.ocellata,favia.veroni,leptast.inaequal,madraci.kirbyi,alveopo.catalai,leptose.gardiner,lithoph.undulatu,porites.deformis,lobophy.dentatus,hydnoph.grandis,fungia.corona,turbina.conspicu,leptose.foliosa,montipo.corbette,alveopo.fenestra,duncano.axifuga,scolymi.australi,porites.myrmidon,lobophy.diminuta,styloco.armata,blastom.wellsi,psammoc.obtusang,psammoc.nierstra,alveopo.spongios,galaxea.acrhelia,podabac.motupore,canthar.noumeae.,favia.helianth,turbina.irregula,leptose.solida,astreop.incrusta,leptast.bewicken,montipo.angulata,clavari.triangul,acropor.echinata,montipo.capricor,alveopo.marionen,heterop.cochlea,alveopo.gigas,symphyl.valencie,cyclose.costulat,blastom.merleti,acropor.lovelli,porites.monticul,pocillo.kelleher,pocillo.danae,pectini.maxima,oxypora.crassisp,mycediu.robakaki,echinom.nishihir,acantha.regulari,acantha.hemprich,diaseri.fragilis,cyclose.vaughani,cyclose.patellif,ctenact.albitent,canthar.jebbi,oulophy.levis,barabat.laddi,astreop.randalli,anacrop.reticula,tubastr.faulkner,sideras.savignya,porites.mayeri,alveopo.verrilli,trachyp.geoffroy,catalap.jardinei,acropor.multiacu,grp7
494,494,146,Prudhoe Is,Prudhoe Island,21031,s,21.30633333,149.6765,0.1646,0.266,16,15,Inner,743,17.1,10/21/1997 0:00:00,et,800,5,6,4,10,80,20,5,5,0,10,2,10,0,30,50,0,10,10,NA,,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
495,495,147,Myrmidon,Myrmidon Reef,18034,s,18.26066667,147.3988333,1.1117,0.4951,116,68,Outer,744,18.1,11/04/1997 00:00,ld,1500,7.5,9,6,15,90,30,20,10,1,30,0,1,90,0,0,0,10,0,NA,,4,0,2,2,3,1,2,2,0,1,2,0,2,0,1,0,1,0,1,1,1,0,2,1,1,0,1,0,2,0,4,0,0,1,3,0,2,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,1,2,3,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
496,496,147,Myrmidon,Myrmidon Reef,18034,s,18.26066667,147.3988333,1.1117,0.4951,71,39,Outer,745,18.2,11/04/1997 00:00,et,1500,3,4,2,0,95,30,3,20,0,40,0,1,30,40,20,5,5,0,NA,,4,0,2,0,2,0,3,1,1,1,0,0,1,0,2,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,3,0,0,0,2,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
497,497,147,Myrmidon,Myrmidon Reef,18034,s,18.2615,147.3796667,1.105,0.4956,82,50,Outer,746,19.1,11/04/1997 00:00,et,1600,7,8,6,0,70,40,10,5,2,10,0,1,30,30,10,20,10,0,NA,,4,0,2,0,2,2,3,1,0,2,2,0,1,0,0,2,0,0,2,0,2,1,0,2,0,0,0,1,1,1,4,1,0,1,2,0,1,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
498,498,147,Myrmidon,Myrmidon Reef,18034,s,18.2615,147.3796667,1.105,0.4956,77,49,Outer,747,19.2,11/04/1997 00:00,ld,1600,2,4,0,20,90,55,15,1,0,10,0,1,80,5,5,0,10,0,NA,,4,0,2,2,2,1,3,1,2,2,1,1,0,1,2,4,1,0,1,1,2,0,2,1,0,2,1,0,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
499,499,147,Myrmidon,Myrmidon Reef,18034,s,18.27233333,147.396,1.1012,0.4946,76,41,Outer,748,20.1,11/05/1997 00:00,et,1530,10,12,8,20,98,50,20,5,0,10,0,2,80,10,8,0,2,0,NA,,4,0,2,2,3,2,2,2,0,1,0,1,1,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,2,0,3,0,0,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
500,500,147,Myrmidon,Myrmidon Reef,18034,s,18.27233333,147.396,1.1012,0.4946,92,49,Outer,749,20.2,11/05/1997 00:00,ld,1530,4,5,3,5,100,35,3,5,0,30,0,1,100,0,0,0,0,0,NA,,4,0,1,2,4,0,2,1,0,3,2,0,1,1,0,0,1,0,0,0,2,0,3,1,0,1,1,0,2,0,4,0,0,0,1,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
501,501,148,Rib,Rib Reef,18032,s,18.48816667,146.8831667,0.6153,0.5005,74,49,Mid,750,21.1,11/06/1997 00:00,ld,1030,7,9,5,50,100,50,2,10,1,20,0,1,100,0,0,0,0,0,NA,,4,0,1,2,3,0,4,1,2,1,1,1,0,0,2,1,1,0,1,0,2,1,1,2,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,1,1,1,0,2,0,0,0,2,3,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
502,502,148,Rib,Rib Reef,18032,s,18.48816667,146.8831667,0.6153,0.5005,90,49,Mid,751,21.2,11/06/1997 00:00,ld,1130,2.5,4,1,20,100,60,1,5,0,20,0,1,100,0,0,0,0,0,NA,,4,0,2,1,3,1,3,2,3,2,2,0,1,0,1,0,0,0,1,0,3,0,2,0,0,1,0,0,2,0,3,0,0,0,3,0,0,1,1,0,2,0,3,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
503,503,148,Rib,Rib Reef,18032,s,18.49216667,146.8748333,0.6055,0.5006,133,81,Mid,752,22.1,11/06/1997 00:00,et,1630,7,9,5,20,90,70,2,5,1,5,0,1,60,15,15,10,0,0,NA,,4,0,2,2,2,2,3,1,3,1,3,3,2,2,3,2,2,0,3,1,2,3,2,2,3,2,1,1,0,2,1,1,2,1,2,1,0,0,0,1,1,2,0,2,3,0,2,0,2,0,2,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,3,0,0,2,0,2,1,1,0,1,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
504,504,148,Rib,Rib Reef,18032,s,18.49216667,146.8748333,0.6055,0.5006,110,67,Mid,753,22.2,11/06/1997 00:00,ld,1700,2,4,0,5,100,70,1,5,0,10,0,1,95,0,0,0,5,0,NA,,4,0,1,2,3,1,4,2,3,2,0,2,1,0,3,2,1,1,2,0,3,0,2,2,1,1,0,0,2,1,1,0,0,0,3,0,1,0,0,1,1,1,4,0,1,0,2,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,1,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
505,505,149,John Brewer,John Brewer Reef,18075,s,18.6465,147.0506667,0.5896,0.4874,140,93,Mid,754,23.1,11/07/1997 00:00,ld,900,8.5,11,6,30,90,40,5,5,1,30,0,1,60,10,10,10,10,0,NA,,4,0,3,2,3,2,3,2,1,1,2,3,1,1,2,2,1,1,2,3,3,2,2,3,1,1,1,1,0,2,0,1,0,0,2,1,1,0,1,2,1,0,0,1,2,0,2,2,1,0,0,3,0,3,0,0,2,0,0,0,0,1,1,0,0,1,0,2,1,0,1,2,1,0,1,1,0,1,0,0,1,0,1,2,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
