,row.labels,reef.key,reef.name,reef.name.old,gbrmpa.id,gbrmpa.sub.id,lat,long,acr,alng,abundance,richness,shelf.position,site.key,old.site,date,observer,time,depth,max.depth,min.depth,slope,hard.substrate,hard.coral,soft.coral,sponge,algal.assemblage,sargassum,macro.algae,continuous.platform,large.block,small.block,rubble,sand,silt,dead.standing.coral,major.disturbance..time.,habitat,reef.development,visibility,porites.massive,pocillo.damicorn,styloph.pistilla,galaxea.fascicul,acropor.hyacinth,platygy.daedalea,acropor.millepor,favites.abdita,acropor.tenuis,seriato.hystrix,favia.favus,acropor.valida,acropor.nobilis,acropor.formosa,favia.pallida,lobophy.hemprich,goniast.pectinat,acropor.aculeus,acropor.humilis,fungia.fungites,goniast.retiform,acropor.cerealis,acropor.divarica,acropor.nasuta,hydnoph.exesa,acropor.elseyi,leptori.phrygia,echinop.lamellos,acropor.palifera,merulin.ampliata,montipo.aequitub,favites.flexuosa,acropor.secale,pachyse.speciosa,astreop.myriopht,platygy.lamellin,goniast.australe,diploas.heliopor,symphyl.recta,acropor.micropht,acropor.digitife,cyphast.serailia,acropor.loripes,platygy.sinensis,acropor.florida,turbina.reniform,acropor.sarmento,favites.halicora,montipo.informis,porites.cylindri,montipo.tubercul,acropor.cytherea,pectini.lactuca,favia.lizarden,mycediu.elephant,leptast.pruinosa,lobophy.corymbos,oxypora.lacera,goniast.aspera,favia.maritima,favia.matthaii,favites.pentagon,favites.complana,symphyl.radians,galaxea.astreata,acropor.longicya,turbina.mesenter,oulophy.crispa,platygy.pini,porites.annae,montast.curta,goniopo.minor,echinop.aspera,pocillo.verrucos,acropor.gemmifer,coscina.columna,montipo.danae,herpoli.limax,montast.magniste,acropor.yongei,pachyse.rugosa,echinop.horrida,montipo.hoffmeis,turbina.peltata,fungia.concinna,montipo.stellata,porites.lichen,favites.russelli,hydnoph.rigida,acropor.selago,ctenact.echinata,acropor.austera,podabac.crustace,pavona.cactus,porites.rus,lobophy.pachysep,echinop.gemmacea,montipo.hispida,acropor.grandis,pavona.decussat,acantha.echinata,psammoc.contigua,hydnoph.microcon,leptast.transver,goniast.palauens,favia.stellige,montipo.undata,psammoc.digitata,pocillo.eydouxi,porites.nigresce,turbina.frondens,favia.speciosa,heliofu.actinifo,goniopo.tenuiden,acropor.robusta,acropor.brueggem,turbina.stellula,symphyl.agaricia,ctenact.crassa,physogy.lichtens,montipo.foliosa,goniast.edwardsi,pavona.varians,acropor.aspera,montipo.spumosa,coelose.mayeri,leptast.purpurea,goniast.favulus,favia.rotundat,acropor.latistel,cyphast.chalcidi,acropor.samoensi,sandalo.robusta,montipo.grisea,barabat.amicorum,astreop.gracilis,acropor.vaughani,goniopo.djibouti,favia.rotumana,acropor.valencie,caulast.furcata,plesias.versipor,oulophy.bennetta,montipo.monaster,favites.chinensi,goniopo.columna,acropor.abrotano,montipo.crassitu,moseley.latistel,montipo.foveolat,pectini.paeonia,polyphy.talpina,acropor.microcla,montipo.digitata,merulin.scabricu,montipo.efflores,goniopo.pandorae,goniopo.pendulus,acropor.willisae,porites.vaughani,pavona.venosa,cyphast.decadia,acropor.anthocer,acropor.pulchra,seriato.caliendr,acropor.clathrat,turbina.patula,plerogy.sinuosa,montast.valencie,goniopo.lobata,acantha.hillae,acropor.carduus,echinop.mammifor,echinop.orpheens,scolymi.vitiensi,pectini.alcicorn,fungia.paumoten,turbina.bifrons,euphyll.divisa,cyphast.micropht,montipo.incrassa,acropor.horrida,palauas.ramosa,favia.laxa,cynarin.lacrymal,acropor.panicula,pavona.explanul,euphyll.glabresc,acropor.subulata,acropor.monticul,porites.evermann,montipo.verrucos,halomit.pileus,montipo.venosa,fungia.danai,goniopo.stutchbu,coscina.exesa,fungia.horrida,herpoli.weberi,montipo.turgesce,astreop.listeri,euphyll.cristata,favia.maxima,goniopo.fruticos,echinop.pacificu,leptose.yabei,acropor.verweyi,acropor.carolini,tubastr.micranth,psammoc.profunda,montipo.floweri,gardine.planulat,euphyll.ancora,acropor.kirstyae,fungia.granulos,scapoph.cylindri,pseudos.tayami,montipo.turtlens,leptose.mycetose,montipo.nodosa,montipo.millepor,leptose.scabra,fungia.repanda,goniopo.eclipsen,pavona.duerdeni,leptose.explanat,hydnoph.pilosa,acropor.listeri,acropor.dendrum,acropor.glauca,astreop.cucullat,pavona.clavus,lobophy.hataii,acropor.cuneata,montipo.spongode,oxypora.glabra,mycediu.mancaoi,acropor.spathula,caulast.curvata,alveopo.allingi,acropor.granulos,psammoc.superfic,leptose.hawaiien,acropor.solitary,acropor.spicifer,pocillo.meandrin,echinop.echinopo,platygy.ryukyuen,platygy.verweyi,fungia.moluccen,psammoc.haimeana,montast.annulige,fungia.scutaria,acropor.lutkeni,acropor.donei,acropor.acuminat,porites.murrayen,porites.stephens,fungia.klunzing,anacrop.forbesi,acantha.bowerban,echinop.echinata,galaxea.horresce,acropor.palmerae,acropor.nana,styloco.guenther,austral.zelli,acropor.subglabr,lobophy.robusta,goniopo.somalien,tubastr.coccinae,acropor.prostrat,paracla.triangul,montipo.mollis,fungia.valida,acropor.chesterf,favia.danae,anacrop.puertoga,montipo.calicula,porites.solida,goniopo.palmensi,astreop.moretone,echinop.hirsutis,acantha.lordhowe,pocillo.woodjone,turbina.heronens,goniopo.stokesi,platygy.contorta,favia.rosaria,pavona.maldiven,acropor.polystom,turbina.radicali,fungia.scruposa,favia.truncatu,montipo.confusa,astreop.ocellata,favia.veroni,leptast.inaequal,madraci.kirbyi,alveopo.catalai,leptose.gardiner,lithoph.undulatu,porites.deformis,lobophy.dentatus,hydnoph.grandis,fungia.corona,turbina.conspicu,leptose.foliosa,montipo.corbette,alveopo.fenestra,duncano.axifuga,scolymi.australi,porites.myrmidon,lobophy.diminuta,styloco.armata,blastom.wellsi,psammoc.obtusang,psammoc.nierstra,alveopo.spongios,galaxea.acrhelia,podabac.motupore,canthar.noumeae.,favia.helianth,turbina.irregula,leptose.solida,astreop.incrusta,leptast.bewicken,montipo.angulata,clavari.triangul,acropor.echinata,montipo.capricor,alveopo.marionen,heterop.cochlea,alveopo.gigas,symphyl.valencie,cyclose.costulat,blastom.merleti,acropor.lovelli,porites.monticul,pocillo.kelleher,pocillo.danae,pectini.maxima,oxypora.crassisp,mycediu.robakaki,echinom.nishihir,acantha.regulari,acantha.hemprich,diaseri.fragilis,cyclose.vaughani,cyclose.patellif,ctenact.albitent,canthar.jebbi,oulophy.levis,barabat.laddi,astreop.randalli,anacrop.reticula,tubastr.faulkner,sideras.savignya,porites.mayeri,alveopo.verrilli,trachyp.geoffroy,catalap.jardinei,acropor.multiacu,grp7
360,360,119,Russell Is,Russell Island,17012,,17.22533333,146.0948333,0.1814,0.5877,21,20,Inner,420,10.12,5/28/1996 0:00:00,td,1500,2.5,3,2,10,80,10,1,0,NA,NA,0,40,40,NA,20,NA,NA,0,NA,,NA,NA,1,0,0,0,3,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
361,361,119,Russell Is,Russell Island,17012,,17.22533333,146.0948333,0.1814,0.5877,29,24,Inner,421,10.11,5/28/1996 0:00:00,td,1500,1.5,2,1,60,75,10,2,0,NA,NA,0,25,50,25,NA,NA,NA,2,NA,,NA,NA,1,2,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
362,362,119,Russell Is,Russell Island,17012,,17.2265,146.0905,0.1744,0.5878,40,21,Inner,422,11.15,5/28/1996 0:00:00,ld,1630,12.5,14,11,20,90,70,1,1,NA,NA,1,80,NA,NA,10,10,NA,10,NA,,NA,NA,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
363,363,119,Russell Is,Russell Island,17012,,17.2265,146.0905,0.1744,0.5878,41,30,Inner,423,11.14,5/28/1996 0:00:00,ld,1630,8.5,10,7,20,95,60,5,1,NA,NA,5,80,5,5,5,5,NA,15,NA,,NA,NA,0,0,0,2,0,1,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
364,364,119,Russell Is,Russell Island,17012,,17.2265,146.0905,0.1744,0.5878,48,25,Inner,424,11.13,5/28/1996 0:00:00,ld,1630,4.5,6,3,10,95,80,5,0,NA,NA,1,75,10,5,5,5,NA,3,NA,,NA,NA,3,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
365,365,119,Russell Is,Russell Island,17012,,17.2265,146.0905,0.1744,0.5878,26,24,Inner,425,11.12,5/28/1996 0:00:00,td,1630,1,1,1,0,100,30,10,5,NA,NA,NA,NA,50,NA,50,NA,NA,5,NA,,NA,NA,3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
366,366,119,Russell Is,Russell Island,17012,,17.2265,146.0905,0.1744,0.5878,8,5,Inner,426,11.11,5/28/1996 0:00:00,td,1630,1,1,1,0,100,40,40,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
367,367,120,High Is,High Island,17012,,17.16516667,146.0091667,0.0831,0.5932,55,44,Inner,427,12.15,5/29/1996 0:00:00,ld,930,10.5,12,9,20,70,10,5,1,NA,NA,1,35,5,10,20,10,20,15,NA,,NA,NA,1,1,1,2,0,1,0,1,0,2,1,2,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
368,368,120,High Is,High Island,17012,,17.16516667,146.0091667,0.0831,0.5932,48,31,Inner,428,12.14,5/29/1996 0:00:00,ld,930,6,8,4,30,80,30,10,1,NA,NA,0,1,40,10,10,NA,10,1,NA,,NA,NA,3,2,3,1,0,0,1,1,1,3,1,1,1,1,1,0,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
369,369,120,High Is,High Island,17012,,17.16516667,146.0091667,0.0831,0.5932,60,31,Inner,429,12.13,5/29/1996 0:00:00,ld,930,2.5,3,2,10,80,30,10,1,NA,NA,1,45,5,10,20,10,10,10,NA,,NA,NA,3,3,0,2,2,0,3,0,2,3,0,1,3,3,0,0,0,2,2,0,0,2,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
370,370,120,High Is,High Island,17012,,17.16516667,146.0091667,0.0831,0.5932,6,5,Inner,430,12.12,5/29/1996 0:00:00,td,930,0,0,0,0,80,10,0,1,NA,NA,0,0,80,NA,NA,20,NA,0,NA,,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
371,371,120,High Is,High Island,17012,,17.16516667,146.0091667,0.0831,0.5932,17,12,Inner,431,12.11,5/29/1996 0:00:00,td,930,0,0,0,0,80,1,0,1,NA,NA,0,5,NA,NA,75,20,NA,0,NA,,NA,NA,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
